Item,Quantidade,Unid.,Tipo Cota,Descrição,Vl. Unitário,Vl. Total
681,250,FRC,Reservada,NISTATINA SUSPENSÃO ORAL 100.000 UI - FRASCO C/ 50ML,"R$14,97","R$3.742,50"
682,300,CP,Reservada,NITRAZEPAM 5MG,"R$0,31","R$93,00"
683,750,COMP,Reservada,NITRENDIPINO 10 MG,"R$0,58","R$435,00"
684,1750,CP,Reservada,NORFLOXACINO 400 MG,"R$0,88","R$1.540,00"
685,125,FRC,Reservada,ÓLEO MINERAL - FR C/ 100 ML,"R$4,48","R$560,00"
686,250,COMP,Reservada,OLMESARTANA MEDOXOMILA 20 MG,"R$1,62","R$405,00"
687,250,COMP,Reservada,"OLMESARTANA MEDOXOMILA 20 MG + HIDROCLOROTIAZIDA12,5 MG","R$1,14","R$285,00"
688,250,COMP,Reservada,"OLMESARTANA MEDOXOMILA 40 MG BESILATO DE ANLODIPINO5 MG","R$2,45","R$612,50"
689,250,COMP,Reservada,"OLMESARTANA MEDOXOMILA 40 MG,HIDROCLOROTIAZIDA 12,5MG","R$1,29","R$322,50"
690,20000,COMP,Reservada,OMEPRAZOL 20MG,"R$0,21","R$4.200,00"
691,250,AMP,Reservada,OMEPRAZOL 40 MG PÓ LIOFILO + SOL DILUENTE 10ML,"R$26,55","R$6.637,50"
692,175,COMP,Reservada,"OMEPRAZOL MAGNÉSIO - LOSEC MUPS 10 MG ( NECESSÁRIO OMEDICAMENTO ÉTICO)","R$6,10","R$1.067,50"
693,250,COMP,Reservada,ONDANSETRONA 4MG CPD SUB LINGUAL,"R$2,67","R$667,50"
694,50,AMP,Reservada,ONDANSETRONA 8MG AMPOLA 2ML,"R$77,14","R$3.857,00"
695,250,COMP,Reservada,ONDANSETRONA 8MG CPD SUB LINGUAL,"R$5,21","R$1.302,50"
696,1250,COMP,Reservada,OXALATO DE ESCITALOPRAM 10 MG,"R$1,14","R$1.425,00"
697,25,FRC,Reservada,"OXALATO DE ESCITALOPRAM SOLUÇÃO ORAL 20 MG/ML COM 15ML","R$78,64","R$1.966,00"
698,1250,COMP,Reservada,OXALATO DE ESCITALOPRAN 15 MG,"R$3,34","R$4.175,00"
699,2000,COMP,Reservada,OXALATO DE ESCITALOPRAN 20 MG,"R$2,49","R$4.980,00"
700,2000,CP,Reservada,OXCARBAMAZEPINA 300 MG,"R$0,86","R$1.720,00"
701,750,COMP,Reservada,OXCARBAMAZEPINA 600 MG,"R$1,65","R$1.237,50"
702,1250,TB,Reservada,"PALMITATO DE RETINOL (VITAMINA A) 5.000 UI +COLECALCIFEROL (VITAMINA D) 900 UI + ÓXIDO DE ZINCO 150MG - TUBO COM 45 GRS","R$9,17","R$11.462,50"
703,350,COMP,Reservada,PANTOPRAZOL 20MG,"R$0,37","R$129,50"
704,350,CP,Reservada,PANTOPRAZOL 40 MG,"R$0,26","R$91,00"
705,750,CP,Reservada,"PARACETAMOL 300 MG + CARISOPRODOL 125 MG +DICLOFENACO SÓDICO 50 MG + CAFEÍNA 30 MG","R$0,37","R$277,50"
706,6250,CP,Reservada,PARACETAMOL 500 MG,"R$0,40","R$2.500,00"
707,750,CP,Reservada,PAROXETINA 20 MG,"R$0,95","R$712,50"
708,250,COMP,Reservada,PAROXETINA CR 25MG,"R$4,60","R$1.150,00"
709,300,COMP,Reservada,PENTOXIFILINA 400MG,"R$1,14","R$342,00"
710,7,FRC,Reservada,PERICIAZINA SOLUÇÃO ORAL 4% (1MG/GOTA)  - FRC C/ 20 ML,"R$17,50","R$122,50"
711,250,COMP,Reservada,PIROXICAM 20MG,"R$0,69","R$172,50"
712,150,COMP,Reservada,PITAVASTATINA CÁLCICA 2MG,"R$2,28","R$342,00"
713,2500,COMP,Reservada,POLIVITAMINICO DO COMPLEXO B,"R$0,25","R$625,00"
714,3750,CP,Reservada,POLIVITAMINICO E SAIS MINERAIS,"R$1,11","R$4.162,50"
715,62,FRC,Reservada,"POLIVITAMINICO, POLIMINERAIS E VITAMINA  -  FRASCO COM240 ML","R$29,18","R$1.809,16"
716,500,CP,Reservada,PRAVASTATINA 40 MG,"R$3,01","R$1.505,00"
717,1250,COMP,Reservada,PREDNISOLONA 20 MG,"R$0,78","R$975,00"
718,1250,CP,Reservada,PREDNISONA 20 MG,"R$0,38","R$475,00"
719,1250,CP,Reservada,PREDNISONA 5 MG,"R$0,21","R$262,50"
720,750,COMP,Reservada,PREGABALINA 150 MG,"R$2,22","R$1.665,00"
721,750,COMP,Reservada,PREGABALINA 75 MG,"R$1,44","R$1.080,00"
722,500,COMP,Reservada,PROGESTERONA MICRONIZADA 200 MG - CAPSULA GELATINOSA,"R$3,40","R$1.700,00"
723,125,AMP,Reservada,"PROMETAZINA 25 MG/ML SOLUÇÃO INJETAVEL - AMPOLA C/ 2ML","R$2,55","R$318,75"
724,3750,COMP,Reservada,PROPATILNITRATO 10MG,"R$0,46","R$1.725,00"
725,50,TB,Reservada,"PROPIONATO DE CLOBETASOL 0,5 MG/G POMADA C/ 30 G","R$10,49","R$524,50"
726,1250,CP,Reservada,RAMIPRIL 5MG,"R$1,77","R$2.212,50"
727,125,FRC,Reservada,RIFAMICINA 10 MG/ML SPRAY COM 20 ML,"R$11,77","R$1.471,25"
728,150,COMP,Reservada,RISPERIDONA 01MG,"R$0,70","R$105,00"
729,150,COMP,Reservada,RISPERIDONA 02MG,"R$0,39","R$58,50"
730,100,FRC,Reservada,RISPERIDONA 1 MG/ML SOL ORAL C/ 30 ML,"R$44,55","R$4.455,00"
731,300,COMP,Reservada,RIVAROXABANA 10 MG,"R$7,94","R$2.382,00"
732,700,COMP,Reservada,RIVAROXABANA 15 MG,"R$7,94","R$5.558,00"
733,1400,COMP,Reservada,RIVAROXABANA 20 MG,"R$7,83","R$10.962,00"
734,1500,COMP,Reservada,ROSUVASTATINA CÁLCICA 10 MG,"R$0,80","R$1.200,00"
735,750,COMP,Reservada,ROSUVASTATINA CÁLCICA 20 MG,"R$1,20","R$900,00"
736,1250,COMP,Reservada,ROSUVASTATINA CÁLCICA 5MG,"R$0,93","R$1.162,50"
737,25,AMP,Reservada,"SACARATO DE HIDRÓXIDO DE FERRO III SOLUÇÃO INJETÁVELENDOVENOSA FRC C/5ML","R$12,58","R$314,50"
738,1000,ENV,Reservada,"SACCHAROMYCES BOULARDII - 17 LIOFLIZADO - ENV. C/ 1G PÓUSO PEDIATRICO","R$2,71","R$2.710,00"
739,1000,SACHE,Reservada,SACCHAROMYCES BOULARDII - 17 LIOFLIZADO 100 MG,"R$4,34","R$4.340,00"
740,500,FLAC,Reservada,"SACCHAROMYCES CEREVISIAE 100 MILHÕES / ML FRASCO COM 5ML","R$7,19","R$3.595,00"
741,500,FLAC,Reservada,"SACCHAROMYCES CEREVISIAE 50 MILHÕES / ML FRASCO COM 5ML","R$5,57","R$2.785,00"
742,300,CP,Reservada,SACUBITRIL VALSARTANA SÓDICA HIDRATADA 97/103 MG,"R$4,67","R$1.401,00"
743,200,COMP,Reservada,SECNIDAZOL 1.000 MG,"R$4,23","R$846,00"
744,1500,FRC,Reservada,SIMETICONA 75MG/ML GOTAS FRASCO COM 10ML,"R$2,77","R$4.155,00"
745,3750,COMP,Reservada,SUCCINATO DE METOPROLOL 25 MG,"R$0,40","R$1.500,00"
746,4000,COMP,Reservada,SUCCINATO DE METROPOLOL 50 MG,"R$0,78","R$3.120,00"
747,150,COMP,Reservada,SUCCINATO DE SOLIFENACINA 5 MG,"R$4,15","R$622,50"
748,25,AMP,Reservada,"SULF.TERBUTALINA 0,5 MG COM 1 ML","R$1,39","R$34,75"
749,500,COMP,Reservada,"SULFADIAZINA 800MG, TRIMETOPINA 160MG","R$1,16","R$580,00"
750,175,TB,Reservada,SULFADIAZINA DE PRATA 1% 30 G,"R$6,79","R$1.188,25"
751,12,AMP,Reservada,"SULFATO DE ATROPINA 0,25 MG/ ML","R$1,08","R$12,96"
752,3750,SACHE,Reservada,"SULFATO DE GLICOSAMINA 1,5 G,SULFATO DE CONDROITINA1,2G","R$4,83","R$18.112,50"
753,1250,COMP,Reservada,"SULFATO DE GLICOSAMINA 500MG, SULFATO DE CONDROITINA400MG","R$2,73","R$3.412,50"
754,1250,COMP,Reservada,SULFATO DE MORFINA 10 MG,"R$0,73","R$912,50"
755,1250,COMP,Reservada,SULFATO DE MORFINA 30 MG,"R$1,85","R$2.312,50"
756,50,AMP,Reservada,"SULFATO DE MORFINA PENTAIDRATADO 1MG/ML INJETÁVEL -AMPOLA DE 2ML","R$5,54","R$277,00"
757,50,AMP,Reservada,"SULFATO DE MORFINA PENTAIDRATO 10MG/ML INJETÁVEL -AMPOLA DE 1ML","R$60,73","R$3.036,50"
758,500,TB,Reservada,"SULFATO DE NEOMICINA + BACITRACINA 5 MG/250 UI - TUBOCOM 10 G","R$8,03","R$4.015,00"
759,3750,COMP,Reservada,SULFATO FERROSO 40 MG,"R$0,23","R$862,50"
760,2500,COMP,Reservada,SUPLEMENTO DE VITAMINAS E MINERAIS DE A a ZINCO,"R$0,97","R$2.425,00"
761,100,UN,Reservada,SUPOSITORIO DE GLICERINA LACTENTE,"R$2,01","R$201,00"
762,750,CP,Reservada,"TIBOLONA 2,5 MG","R$1,02","R$765,00"
763,250,COMP,Reservada,TICAGRELOR 90 MG,"R$4,98","R$1.245,00"
764,125,FRC,Reservada,"TOBRAMICINA 3 MG, DEXAMETASONA 01 MG - FRC C/ 5 MLSOLUÇÃO OFTÁLMICA","R$27,76","R$3.470,00"
765,125,FRC,Reservada,TOBRAMICINA 3 MG/ML - FRC C/ 05 ML SOLUÇÃO OFTÁLMICA,"R$15,71","R$1.963,75"
766,500,COMP,Reservada,TOPIRAMATO 100MG,"R$1,00","R$500,00"
767,1250,CP,Reservada,TOPIRAMATO 25 MG,"R$0,59","R$737,50"
768,1500,COMP,Reservada,TOPIRAMATO 50 MG,"R$0,91","R$1.365,00"
769,500,COMP,Reservada,"TRILEPTAL OXCARBAMAZEPINA 600 MG (É NECESSÁRIO OMEDICAMENTO ÉTICO)","R$4,45","R$2.225,00"
770,6,FRC,Reservada,TROMETAMOL CETOROLACO 5 MG COLIRIO COM 5 ML,"R$33,42","R$200,52"
771,100,TB,Reservada,"VALERATO DE BETAMETASONA 0,05%, SULFATO DEGENTAMICINA 0,1%, TOLNAFTATO 1%, CLIOQUINOL 1% - TUBOC/ 20 G","R$16,88","R$1.688,00"
772,750,COMP,Reservada,"VALPROATO DE SÓDIO 333 MG,ÁCIDO VALPROICO 145,0 MG","R$1,54","R$1.155,00"
773,500,COMP,Reservada,VALSARTANA + BESILATO DE ANLODIPINO 160/5MG,"R$3,03","R$1.515,00"
774,1500,COMP,Reservada,VALSARTANA 160 MG,"R$1,76","R$2.640,00"
775,1500,COMP,Reservada,VALSARTANA 320 MG,"R$2,13","R$3.195,00"
776,300,COMP,Reservada,VALSARTANA 320 MG + ANLODIPINO 10 MG,"R$3,89","R$1.167,00"
777,1250,COMP,Reservada,VARFARINA SÓDICA 5MG,"R$0,18","R$225,00"
778,1400,COMP,Reservada,"VILDAGLIPTINA 50 MG,CLORIDRATO DE METFORMINA 850 MG","R$3,61","R$5.054,00"
779,250,AMP,Reservada,"VIT. B1 (CLORIDRATO DE TIAMINA) 100 MG, VIT. B6(CLORIDRATO DE PIRIDOXINA) 100 MG, VIT. B12(CIANOCOBALAMINA) 5000 MCG 2 ML","R$4,27","R$1.067,50"
780,1000,COMP,Reservada,VITAMINA E 400MG,"R$0,90","R$900,00"
"VALOR TOTAL : R$3.398.284,95(TRÊS MILHÕES, TREZENTOS E NOVENTA E OITO MIL, DUZENTOS E OITENTA E QUATRO REAIS ENOVENTA E CINCO CENTAVOS)",,,,,,
Razão Social:,,
Endereço:,,
Cidade:,CEP:,Fone/Fax:
E-mail:,CNPJ n.o,
Item,Quant.,Unid.,Tipo Cota,Descrição,Marca,Vl. Unitário,Vl. Total
COTA ABERTA 75%,,,,,,,
1,900,FRC,Aberta,"ACEBROFILINA 05 MG/ ML X FR C/ 120 ML ( XAROPEINFANTIL) + COPO MED.",,,
2,900,FRC,Aberta,"ACEBROFILINA 10 MG/ML X FR C/  120 ML (XAROPEADULTO) + COPO MED.",,,
3,19,FRC,Aberta,"ACETATO DE FLUORMETOLONA OFTÁLMICA 0,1%",,,
4,750,TB,Aberta,"ACETATO DE HIDROCORTISONA 0,5% + LIDOCAÍNA BASE2,0% + SUBGALATO DE BISMUTO 2,0% + ÓXIDO DE ZINCO10,0% POMADA TUBO COM 25G",,,
5,375,TB,Aberta,"ACETATO DE HIDROCORTISONA 5 MG, SULFATO DENEOMICINA 5 MG, TROXERRUTINA 20MG, ÁCIDOASCÓRBICO 50 MG, BENZOCAÍNA 2 MG TUBO COM 10GRAMAS",,,
6,750,FRC,Aberta,"ACETATO DE RETINOL (VITAMINA A) 50.000 U.I.COLECALCIFEROL (VITAMINA D) 10.000 U.I. COM 20 ML",,,
7,750,AMP,Aberta,ACETILCISTEÍNA 100MG/ML INJETÁVEL AMP COM 3ML,,,
8,750,SACHE,Aberta,ACETILCISTEINA 600 MG COM 5 GRS CADA,,,
9,375,FRC,Aberta,ACETILCISTEÍNA XAROPE ADULTO 40 MG/ML COM 120 ML,,,
10,375,FRC,Aberta,"ACETILCISTEÍNA XAROPE PEDIÁTRICO 20MG/ML - FRASCOCOM 120ML",,,
11,750,TB,Aberta,"ACETONIDO DE TRIANCINOLONA 1MG/G BISNAGA C/ 10GPOMADA ORAL",,,
12,750,TB,Aberta,ACICLOVIR  50 MG/G X CREME DERMATÓLOGICO 10 GR,,,
13,60000,CP,Aberta,ÁCIDO ACETILSALICILICO 100 MG,,,
14,2250,COMP,Aberta,"ÁCIDO ACETILSALICILICO 100MG, GLICINATO DE ALUMÍNIO15MG, CARBONATO DE MAGNESIO 30MG - COMPRIMIDOTAMPONADO CARDIO",,,
15,750,CP,Aberta,ÁCIDO ACETILSALICÍLICO TAMPONADO 81MG,,,
16,750,AMP,Aberta,"ÁCIDO ASCÓRBICO (VITAMINA C) 100MG/ML INJETÁVELAMP. C/ 5 ML",,,
17,22500,COMP,Aberta,ÁCIDO FÓLICO 5 MG,,,
18,750,TB,Aberta,ACIDO MUCOPOLISSACARIDO- POLISSULFURICO 500MG,,,
19,450,COMP,Aberta,ÁCIDO TIÓCTICO 600 MG,,,
20,75,AMP,Aberta,ÁCIDO TRANEXÂMICO 50 MG/ML AMPOLA,,,
21,375,FRC,Aberta,ÁCIDO VALPRÓICO 50 MG/ML COM 100 ML - DEPAKENE,,,
22,7500,FRC,Aberta,ÁGUA DESTILADA C/ 10ML,,,
23,1500,AMP,Aberta,ÁGUA DESTILADA COM 5ML,,,
24,375,FRC,Aberta,ALBENDAZOL 40 MG/ML SUSP. ORAL - FRC C/ 10 ML,,,
25,150,FRC,Aberta,ALBUMINA HUMANA 20% 50 ML,,,
26,750,COMP,Aberta,ALENDRONATO SÓDICO 70 MG,,,
27,22500,COMP,Aberta,ALOPURINOL 300MG,,,
28,3150,COMP,Aberta,"ALPRAZOLAM 0,5 MG",,,
29,6750,COMP,Aberta,ALPRAZOLAM 1 MG,,,
30,2250,COMP,Aberta,ALPRAZOLAM 2 MG,,,
31,113,TB,Aberta,"AMINOÁCIDOS, CLORAFENICOL, VITAMINA A, ANÁLOGOS EDERIVADOS - POMADA OFTÁLMICA - TB C/ 3,5 G.",,,
32,6000,COMP,Aberta,AMINOFILINA 100MG,,,
33,900,COMP,Aberta,AMOXICILINA + CLAVULANATO DE POTÁSSIO 875/125 MG,,,
34,750,FRC,Aberta,"AMOXICILINA 400MG/5ML, ÁCIDO CLAVULÂNIO 57MG/5MLSUSPENSÃO FRASCO COM 70 ML",,,
35,900,COMP,Aberta,AMOXICILINA 500MG + CLAVULANATO DE POTÁSSIO 125MG,,,
36,1125,COMP,Aberta,"APIXABANA 2,5 MG",,,
37,1125,COMP,Aberta,APIXABANA 5 MG,,,
38,450,COMP,Aberta,ARIPIPRAZOL 15MG,,,
39,375,FRC,Aberta,"AZITROMICINA 40 MG/ML PÓ PARA SUSPENSÃO ORAL X 15ML + DILUENTE FR PLA X 9 ML + SER. DOSADORA",,,
40,9000,COMP,Aberta,AZITROMICINA 500MG,,,
41,4500,COMP,Aberta,BENFOTIAMINA 150 MG,,,
42,1125,COMP,Aberta,BENZOATO ALOGLIPTINA 25MG,,,
43,900,COMP,Aberta,BENZOATO ALOGLIPTINA 25MG + PIOGLITAZONA 30MG,,,
44,45000,CP,Aberta,BESILATO DE ANLODIPINO 5 MG,,,
45,450,CP,Aberta,BESILATO DE ANLODIPINO 5MG + ATENOLOL 25MG,,,
46,4500,COMP,Aberta,"BESILATO DE LEVANLODIPINO 2,5 MG",,,
47,7500,CP,Aberta,BETAISTINA DICLORIDRATO 16MG,,,
48,13500,CP,Aberta,BETAISTINA DICLORIDRATO 24MG,,,
49,38,AMP,Aberta,"BICARBONATO DE SÓDIO 8,4% SOLUÇÃO EM FRASCO DEVIDRO INCOLOR C/10 ML",,,
50,750,COMP,Aberta,BISACODIL 5MG,,,
51,22500,CP,Aberta,BISSULFATO DE CLOPIDOGREL 75 MG,,,
52,19,FRC,Aberta,"BRINZOLAMIDA 10MG/ML,DEXTROTARTARATO DEBRIMONIDINA  2MG/ML MARCA SIMBRIZA",,,
53,4500,CP,Aberta,BROMAZEPAM 3 MG,,,
54,375,FRC,Aberta,"BROMETO DE IPRATRÓPIO 0,250 MG/ML C/ 20 ML",,,
55,375,FRC,Aberta,"BROMIDRATO DE FENOTEROL GOTAS 5MG/ML FRC COM 20ML",,,
56,1500,AMP,Aberta,BROMOPRIDA 05 MG/ML SOL. INJETAVEL - AMP. C/ 2 ML,,,
57,7500,COMP,Aberta,BROMOPRIDA 10 MG,,,
58,1875,FRC,Aberta,BROMOPRIDA 4 MG/ML GTS COM 20 ML,,,
59,375,FRC,Aberta,"BUDESONIDA 32 MCG SUSPENSÃO NASAL 10 ML - C/ 120DOSES",,,
60,375,FRC,Aberta,"BUDESONIDA 50 MCG SUSPENSÃO NASAL COM 10 MLAQUOSO COM 120 DOSES",,,
61,750,CP,Aberta,BUPROPIONA 150MG,,,
62,6000,CP,Aberta,BUTILBROMETO DE ESCOPOLAMINA 10 MG,,,
63,11250,CP,Aberta,"BUTILBROMETO DE ESCOPOLAMINA 10 MG + DIPIRONASÓDICA 250 MG",,,
64,2250,AMP,Aberta,"BUTILBROMETO DE ESCOPOLAMINA 20 MG + DIPIRONASÓDICA 2.500 MG INJETÁVEL - AMP. C/ 5 ML",,,
65,750,AMP,Aberta,"BUTILBROMETO DE ESCOPOLAMINA 20 MG/ML - SOL.INJETÁVEL C/ 1 ML",,,
66,300,FRC,Aberta,"CARBAMAZEPINA 2%  SUSPENSÃO ORAL 20 MG/ML - FR C/100 ML",,,
67,3750,COMP,Aberta,CARBAMAZEPINA 200MG,,,
68,3750,COMP,Aberta,CARBAMAZEPINA 400MG,,,
69,4500,COMP,Aberta,CARBONATO DE CALCIO 500MG,,,
70,6750,COMP,Aberta,CARBONATO DE CÁLCIO 600 + VITAMINA D 400 UI,,,
71,4500,COMP,Aberta,CARBONATO DE LÍTIO 300MG,,,
72,188,FRC,Aberta,"CARBOXIMETILCELULOSE SÓDICA 0,5%  SOLUÇÃOOFTÁLMICA- FR C/ 10 ML",,,
73,225,FRC,Aberta,"CARMELOSE SÓDICA;GLICEROL;HIALUNORATO DESÓDIO;ERITRITOL;ÁCIDO BÓRICO;BORATO DE SÓDIODECAHIDRATADO;CITRATO DE SÓDIODIIDRATADO;CLORETO DE POTÁSSIO;CLORETO DE CÁLCIODIIDRATADO;CLORETO DE MAGNÉSIOHEXAIDRATADO;PURITE SOLUÇÃO ESTÉRIL COM 15 ML",,,
74,15000,CP,Aberta,"CARVEDILOL 12,5 MG",,,
75,4500,COMP,Aberta,CARVEDILOL 25 MG,,,
76,7500,CP,Aberta,"CARVEDILOL 3,125MG",,,
77,18750,CP,Aberta,"CARVEDILOL 6,25 MG",,,
78,7500,CP,Aberta,CEFALEXINA 500 MG - CÁPSULA,,,
79,2250,AMP,Aberta,"CEFTRIAXONA 1 G INJETÁVEL INTRAMUSCULARACOMPANHADO DE AMPOLA DE DILUENTE C/ 3,5 ML",,,
80,375,AMP,Aberta,"CEFTRIAXONA 1 G INJETÁVEL INTRAVENOSA COMDILUENTE DE 10ML",,,
81,2250,AMP,Aberta,"CEFTRIAXONA 500 MG INJETÁVEL INTRAMUSCULAR COMDILUENTE 3,5 ML",,,
82,375,TB,Aberta,"CETOCONAZOL 20 MG, BETAMETASONA 0,5 MG CREME  -TUBO COM 30 G",,,
83,750,COMP,Aberta,CETOCONAZOL 200MG,,,
84,375,TB,Aberta,"CETOCONAZOL 20MG, DIPROPIONATO DE BETAMETASONA0,64MG, SULFATO DE NEOMICINA 2,5 MG CREME - TUBOCOM 30G",,,
85,225,TB,Aberta,CETOCONAZOL CREME DERMATOLÓGICO 20 MG - TB C/ 30G,,,
86,3750,COMP,Aberta,CETOPROFENO 100 MG,,,
87,750,AMP,Aberta,CETOPROFENO 100MG INTRAVENOSO - AMP. COM 2ML,,,
88,750,FRC,Aberta,CETOPROFENO 20 MG/ ML GOTAS C/ 20 ML,,,
89,5250,COMP,Aberta,CETOPROFENO 50 MG,,,
90,1500,AMP,Aberta,CETOPROFENO 50 MG/ML INJETÁVEL - AMP. C/ 2ML,,,
91,9000,COMP,Aberta,CILOSTAZOL 100MG,,,
92,9000,COMP,Aberta,CILOSTAZOL 50MG,,,
93,1500,AMP,Aberta,CIMETIDINA 150MG/ML INJETÁVEL AMP. COM 2 ML,,,
94,3750,COMP,Aberta,CIMETIDINA 200 MG,,,
95,3750,COMP,Aberta,CINARIZINA 25MG,,,
96,3750,COMP,Aberta,CINARIZINA 75MG,,,
97,9000,CP,Aberta,CITALOPRAN 20MG,,,
98,750,COMP,Aberta,CLARITROMICINA 500 MG - COMPRIMIDO REVESTIDO,,,
99,2250,CP,Aberta,CLINDAMICINA 300 MG,,,
100,37500,COMP,Aberta,CLONAZEPAN 02MG,,,
101,2250,FRC,Aberta,"CLONAZEPAN 2,5 MG GOTAS - FR C/ 20 ML",,,
102,750,CP,Aberta,"CLONIDINA 0,100MG",,,
103,225,TB,Aberta,"CLORANFENICOL, DESOXIRRIBONUCLEASE, FIBRINOLISINAPOMADA COM 30 GRS",,,
104,375,AMP,Aberta,"CLORETO DE POTÁSSIO 19,1 % AMP. C/ 10 ML",,,
105,1875,CP,Aberta,CLORETO DE POTÁSSIO 600MG,,,
106,7500,AMP,Aberta,"CLORETO DE SODIO 0,9% - AMP. COM 10 ML",,,
107,3000,FRC,Aberta,"CLORETO DE SÓDIO 9MG/ML + CLORETO BENZALCÔNICOGOTAS SOL. NASAL - FR C/ 30 ML",,,
108,1875,FRC,Aberta,"CLORIDRATO DE AMBROXOL 15 MG/5ML XAROPE INFANTIL- FRASCO COM 120ML + COPO MEDIDOR",,,
109,1875,FRC,Aberta,"CLORIDRATO DE AMBROXOL 6 MG/ML  XAROPE ADULTO -FRASCO COM 120ML +  COPO MEDIDOR",,,
110,9000,CP,Aberta,CLORIDRATO DE AMIODARONA 100 MG,,,
111,38,AMP,Aberta,CLORIDRATO DE AMIODARONA 150 MG/ML - AMP. C/ 3 ML,,,
112,18000,COMP,Aberta,CLORIDRATO DE AMIODARONA 200 MG,,,
113,3000,CP,Aberta,CLORIDRATO DE CICLOBENZAPRINA 10 MG,,,
114,4500,COMP,Aberta,CLORIDRATO DE CICLOBENZAPRINA 5MG,,,
115,188,FRC,Aberta,"CLORIDRATO DE CIPROFLOXACINO 2 MG +HIDROCOSTISONA 10 MG - FRASCO COM  5 ML SOLUÇÃOOTOLÓGICA ACOMPANHADO DE CONTA GOTAS",,,
116,3750,COMP,Aberta,CLORIDRATO DE CIPROFLOXACINO 500MG,,,
117,2250,COMP,Aberta,CLORIDRATO DE CLOMIPRAMINA 25MG,,,
118,750,COMP,Aberta,"CLORIDRATO DE CLONIDINA 0,150 MG",,,
119,750,COMP,Aberta,"CLORIDRATO DE CLONIDINA 0,200 MG",,,
120,150,AMP,Aberta,"CLORIDRATO DE CLORPROMAZINA 25 MG/ 5 ML SOL.INJETÁVEL - AMP. 5 ML",,,
121,1500,CP,Aberta,CLORIDRATO DE DILTIAZEN 60MG,,,
122,750,CP,Aberta,CLORIDRATO DE DILTIAZEN 90MG,,,
123,38,AMP,Aberta,"CLORIDRATO DE DOBUTAMINA 12,5 MG",,,
124,1500,COMP,Aberta,CLORIDRATO DE DOXICICLINA 100MG,,,
125,6000,COMP,Aberta,"CLORIDRATO DE DULOXETINA 30 MG CAPSULA DURA LIB.RETARD",,,
126,4500,COMP,Aberta,"CLORIDRATO DE DULOXETINA COM 60 MG CAP DURA LIBRETARD",,,
127,1500,COMP,Aberta,CLORIDRATO DE FENAZOPIRIDINA 100MG,,,
128,7500,COMP,Aberta,CLORIDRATO DE FLUOXETINA 20MG,,,
129,18750,CP,Aberta,CLORIDRATO DE HIDRALAZINA 25 MG,,,
130,11250,COMP,Aberta,CLORIDRATO DE HIDRALAZINA 50MG,,,
131,9750,COMP,Aberta,CLORIDRATO DE IMIPRAMINA 25MG,,,
132,375,FRC,Aberta,"CLORIDRATO DE LEVOMEPROMAZINA 40 MG/ML SOLUÇÃOORAL - FRC C/ 20 ML",,,
133,11250,COMP,Aberta,CLORIDRATO DE LEVOMEPROMAZINE 100 MG,,,
134,6000,COMP,Aberta,CLORIDRATO DE LEVOMEPROMAZINE 25 MG,,,
135,75,TB,Aberta,CLORIDRATO DE LIDOCAINA 2% GELÉIA COM 30 G,,,
136,75,AMP,Aberta,"CLORIDRATO DE LIDOCAINA 2% INJETÁVEL SEM VASOCONSTRITOR FRASCO 20ML",,,
137,2250,COMP,Aberta,CLORIDRATO DE MECLIZINA 25 MG,,,
138,2250,COMP,Aberta,CLORIDRATO DE MECLIZINA 50 MG,,,
139,3750,COMP,Aberta,CLORIDRATO DE MEMANTINA 10 MG,,,
140,750,AMP,Aberta,"CLORIDRATO DE METOCLOPRAMIDA 5MG/ML SOL.INJETAVEL - AMP. C/ 2ML",,,
141,7500,COMP,Aberta,CLORIDRATO DE NEBIVOLOL 5 MG,,,
142,150,AMP,Aberta,CLORIDRATO DE ONDANSETRONA 4MG AMPOLA 2ML,,,
143,1500,COMP,Aberta,CLORIDRATO DE PIOGLITAZONA 30 MG,,,
144,2250,COMP,Aberta,CLORIDRATO DE PROPAFENONA 300MG,,,
145,1695,COMP,Aberta,CLORIDRATO DE SAXAGLIPTINA 5 MG,,,
146,45000,CP,Aberta,CLORIDRATO DE SERTRALINA 50 MG,,,
147,750,CP,Aberta,CLORIDRATO DE SOTALOL 120MG,,,
148,750,COMP,Aberta,CLORIDRATO DE SOTALOL 160MG,,,
149,7500,COMP,Aberta,CLORIDRATO DE TRAMADOL 100MG,,,
150,750,AMP,Aberta,CLORIDRATO DE TRAMADOL 100MG INJ. - AMP. C/ 2 ML,,,
151,5250,CP,Aberta,CLORIDRATO DE TRAMADOL 50MG,,,
152,1500,COMP,Aberta,CLORIDRATO DE VENLAFAXINA 150MG,,,
153,2250,COMP,Aberta,CLORIDRATO DE VENLAFAXINA 75MG,,,
154,4200,COMP,Aberta,CLORIDRATO DE VILDAGLIPTINA 50 MG,,,
155,4500,CP,Aberta,"CLORTALIDONA 12,5 MG",,,
156,4500,CP,Aberta,CLORTALIDONA 25MG,,,
157,3000,COMP,Aberta,CLORTALIDONA 50MG,,,
158,1500,AMP,Aberta,COMPLEXO B INJETÁVEL - AMPOLA COM 2 ML,,,
159,750,COMP,Aberta,COMPLEXO DE HIDÓXIDO DE FERRO III 100 MG,,,
160,27000,CP,Aberta,CUMARINA 15 MG + TROXERRUTINA 90 MG,,,
